ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
3479834,HK552420,08/12/2004 12:00:00 AM,105XX S INDIANAPOLIS AVE,0810,THEFT,OVER $500,CONSTRUCTION SITE,False,False,432,4.0,10.0,52.0,06,1204716.0,1835791.0,2004,02/28/2018 03:56:25 PM,41.70407777,-87.525971128,"(41.70407777, -87.525971128)"
8701246,HV377524,07/11/2012 01:15:00 PM,064XX S WOLCOTT AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,726,7.0,15.0,67.0,18,1164788.0,1862061.0,2012,02/04/2016 06:33:39 AM,41.777100774000004,-87.671439999,"(41.777100774, -87.671439999)"
11473873,JB471566,10/11/2018 03:15:00 PM,0000X N STATE ST,0560,ASSAULT,SIMPLE,DRUG STORE,False,False,112,1.0,42.0,32.0,08A,1176365.0,1900502.0,2018,10/18/2018 04:27:18 PM,41.88233367,-87.62784179100001,"(41.88233367, -87.627841791)"
4636116,HM233432,03/14/2006 07:00:00 PM,031XX S LAWNDALE AVE,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,False,True,1032,10.0,22.0,30.0,04B,1152204.0,1883512.0,2006,02/28/2018 03:56:25 PM,41.836221891,-87.717009206,"(41.836221891, -87.717009206)"
3430477,HK496014,07/14/2004 08:00:00 PM,063XX S CALUMET AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),False,False,312,3.0,20.0,69.0,04A,1179552.0,1862775.0,2004,02/28/2018 03:56:25 PM,41.778735481,-87.617293946,"(41.778735481, -87.617293946)"
5467314,HN290007,04/17/2007 03:00:00 PM,030XX W 26TH ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,1033,10.0,12.0,30.0,06,1156348.0,1886588.0,2007,02/28/2018 03:56:25 PM,41.844580198,-87.701720259,"(41.844580198, -87.701720259)"
4122446,HL457719,07/02/2005 08:26:42 AM,051XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,1533,15.0,28.0,25.0,08B,1142316.0,1899543.0,2005,02/28/2018 03:56:25 PM,41.880402083,-87.75289469799999,"(41.880402083, -87.752894698)"
11099453,JA445715,09/22/2017 12:30:00 PM,019XX N Halsted St,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1813,18.0,43.0,7.0,06,1170654.0,1912967.0,2017,02/10/2018 03:50:01 PM,41.916665295,-87.64844705700001,"(41.916665295, -87.648447057)"
10674008,HZ425959,08/22/2016 12:00:00 AM,099XX S MALTA ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,APARTMENT,False,False,2213,22.0,19.0,72.0,11,1168149.0,1838719.0,2016,02/10/2018 03:50:01 PM,41.7129754,-87.65978842700001,"(41.7129754, -87.659788427)"
2361250,HH661113,09/20/2002 04:20:40 PM,0000X S LEAVITT ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,1211,12.0,2.0,28.0,14,1161751.0,1899815.0,2002,02/28/2018 03:56:25 PM,41.88076561,-87.68152351200001,"(41.88076561, -87.681523512)"
2482763,HH805294,11/27/2002 01:45:00 PM,036XX S FEDERAL ST,2024,NARCOTICS,POSS: HEROIN(WHITE),CHA PARKING LOT/GROUNDS,True,False,211,2.0,3.0,35.0,18,1176227.0,1880781.0,2002,02/28/2018 03:56:25 PM,41.828220982,-87.62894258200001,"(41.828220982, -87.628942582)"
10590148,HZ340793,07/07/2016 03:10:00 PM,044XX W NORTH AVE,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,False,False,2533,25.0,37.0,23.0,03,1146482.0,1910263.0,2016,02/10/2018 03:50:01 PM,41.909740606999996,-87.73732396,"(41.909740607, -87.73732396)"
10068172,HY256205,04/29/2015 08:30:00 PM,111XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,2212,22.0,19.0,75.0,06,1162376.0,1830860.0,2015,02/10/2018 03:50:01 PM,41.691530925,-87.68114912700001,"(41.691530925, -87.681149127)"
5345290,HN198366,02/27/2007 12:05:00 PM,068XX S SANGAMON ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,723,7.0,17.0,68.0,08B,1171158.0,1859475.0,2007,02/28/2018 03:56:25 PM,41.769867564,-87.64816324200001,"(41.769867564, -87.648163242)"
1532880,G282617,05/16/2001 05:10:00 PM,017XX W PIERCE AV,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1433,14.0,,,14,1164536.0,1910465.0,2001,08/17/2015 03:03:40 PM,41.90993151,-87.670995347,"(41.90993151, -87.670995347)"
6102783,HP198475,02/28/2008 04:30:00 AM,066XX S GREEN ST,0460,BATTERY,SIMPLE,STREET,False,False,723,7.0,16.0,68.0,08B,1171778.0,1860920.0,2008,02/04/2016 06:33:39 AM,41.773819241,-87.645848255,"(41.773819241, -87.645848255)"
10226139,HY413461,09/06/2015 01:00:00 PM,012XX S PRAIRIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,False,False,132,1.0,2.0,33.0,14,1178107.0,1894643.0,2015,09/17/2015 11:37:18 AM,41.866216769,-87.621623622,"(41.866216769, -87.621623622)"
1425097,G145501,03/14/2001 12:45:00 AM,057XX S CALUMET AV,0460,BATTERY,SIMPLE,APARTMENT,False,True,234,2.0,,,08B,1179503.0,1866997.0,2001,08/17/2015 03:03:40 PM,41.790322178000004,-87.617344694,"(41.790322178, -87.617344694)"
6113200,HP202063,02/29/2008 06:00:00 PM,008XX W RANDOLPH ST,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,OTHER,False,False,1212,12.0,27.0,28.0,02,1170617.0,1901202.0,2008,02/28/2018 03:56:25 PM,41.884382242,-87.648927826,"(41.884382242, -87.648927826)"
7901166,HT130719,01/11/2011 06:30:00 AM,038XX S MORGAN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,922,9.0,11.0,60.0,07,1170273.0,1879581.0,2011,02/04/2016 06:33:39 AM,41.825059951,-87.65082210700001,"(41.825059951, -87.650822107)"
4850592,HM464460,07/09/2006 01:10:00 PM,039XX W 26TH ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1013,10.0,22.0,30.0,06,1150650.0,1886436.0,2006,02/28/2018 03:56:25 PM,41.84427618,-87.722635164,"(41.84427618, -87.722635164)"
10780088,HZ546780,11/25/2016 01:00:00 PM,061XX N WINTHROP AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,False,False,2433,24.0,48.0,77.0,06,1167750.0,1940820.0,2016,02/10/2018 03:50:01 PM,41.993158164,-87.65831019,"(41.993158164, -87.65831019)"
5727534,HN533691,08/17/2007 12:00:00 AM,0000X W 114TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,522,5.0,34.0,49.0,14,1177956.0,1829046.0,2007,02/28/2018 03:56:25 PM,41.686215186,-87.62416378100001,"(41.686215186, -87.624163781)"
8350513,HT582636,11/09/2011 11:30:00 PM,073XX S SANGAMON ST,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,RESIDENCE,False,True,733,7.0,17.0,68.0,04B,1171246.0,1856148.0,2011,02/10/2018 03:50:01 PM,41.760735939,-87.647937849,"(41.760735939, -87.647937849)"
5573407,HN378687,06/01/2007 11:30:00 AM,023XX N MAJOR AVE,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,False,False,2515,25.0,37.0,19.0,07,1138000.0,1914896.0,2007,02/28/2018 03:56:25 PM,41.922611595,-87.768371587,"(41.922611595, -87.768371587)"
10686640,HZ440539,08/01/2015 12:00:00 PM,034XX N CLARK ST,0820,THEFT,$500 AND UNDER,OTHER,False,False,1924,19.0,44.0,6.0,06,,,2015,09/20/2016 03:49:56 PM,,,
11462183,JB456343,09/29/2018 10:44:00 PM,012XX N NOBLE ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,False,False,1433,14.0,1.0,24.0,26,1166829.0,1908373.0,2018,10/06/2018 03:59:57 PM,41.90414203,-87.662631926,"(41.90414203, -87.662631926)"
4275867,HL591948,09/04/2005 08:10:00 PM,021XX W 50TH ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,False,False,915,9.0,16.0,61.0,26,1163032.0,1871495.0,2005,02/28/2018 03:56:25 PM,41.803025795,-87.677613707,"(41.803025795, -87.677613707)"
1870731,G711846,11/27/2001 08:00:00 AM,064XX S LOWE AV,0460,BATTERY,SIMPLE,SIDEWALK,False,False,723,7.0,,,08B,1173185.0,1862171.0,2001,08/17/2015 03:03:40 PM,41.777221149,-87.64065356100001,"(41.777221149, -87.640653561)"
3206909,HK220335,03/04/2004 05:45:00 PM,029XX N KEDZIE AVE,0460,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,True,False,1411,14.0,35.0,21.0,08B,1154533.0,1919465.0,2004,02/28/2018 03:56:25 PM,41.934834324,-87.707501079,"(41.934834324, -87.707501079)"
1381258,G091045,02/13/2001 09:40:00 PM,028XX N HAMLIN AV,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,2523,25.0,,,14,1150601.0,1918817.0,2001,08/17/2015 03:03:40 PM,41.933134012,-87.721968332,"(41.933134012, -87.721968332)"
3369593,HK413476,06/06/2004 10:15:00 PM,042XX W MONROE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1115,11.0,28.0,26.0,08B,1148068.0,1899322.0,2004,02/10/2018 03:50:01 PM,41.879686940999996,-87.731779408,"(41.879686941, -87.731779408)"
4884740,HM498201,07/21/2006 05:00:00 PM,001XX N LA SALLE ST,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False,113,1.0,42.0,32.0,06,1175114.0,1900975.0,2006,02/28/2018 03:56:25 PM,41.883659738,-87.632421239,"(41.883659738, -87.632421239)"
5136175,HM717595,11/12/2006 10:15:00 AM,028XX W MARQUETTE RD,1310,CRIMINAL DAMAGE,TO PROPERTY,DAY CARE CENTER,False,False,831,8.0,15.0,66.0,14,1158687.0,1860089.0,2006,02/28/2018 03:56:25 PM,41.771816003000005,-87.69386004100001,"(41.771816003, -87.693860041)"
7308487,HS113065,01/10/2010 12:22:00 AM,043XX S CALIFORNIA AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,912,9.0,12.0,58.0,03,1158422.0,1875756.0,2010,02/10/2018 03:50:01 PM,41.814813793,-87.69440462200001,"(41.814813793, -87.694404622)"
8081894,HT310821,05/23/2011 03:30:00 PM,042XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,False,214,2.0,3.0,38.0,08B,1178305.0,1876956.0,2011,02/10/2018 03:50:01 PM,41.817677866,-87.62143494899999,"(41.817677866, -87.621434949)"
6744460,HR159846,02/08/2009 05:18:00 AM,040XX W GRAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,WAREHOUSE,False,False,2534,25.0,30.0,23.0,14,1149270.0,1909077.0,2009,02/28/2018 03:56:25 PM,41.906432489000004,-87.727112721,"(41.906432489, -87.727112721)"
5789366,HN597678,09/19/2007 07:18:00 AM,051XX N SHERIDAN RD,0560,ASSAULT,SIMPLE,OTHER,True,False,2024,20.0,48.0,3.0,08A,1168701.0,1934530.0,2007,02/28/2018 03:56:25 PM,41.975877636,-87.654995321,"(41.975877636, -87.654995321)"
5489109,HN308241,04/27/2007 01:07:21 PM,052XX W LAKE ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,True,False,1523,15.0,28.0,25.0,18,1141557.0,1902021.0,2007,02/10/2018 03:50:01 PM,41.887216076,-87.755620452,"(41.887216076, -87.755620452)"
7336706,HS139298,01/27/2010 12:15:00 PM,011XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,HOTEL/MOTEL,False,False,132,1.0,2.0,32.0,08B,1177417.0,1895669.0,2010,02/10/2018 03:50:01 PM,41.869047845,-87.62412552299999,"(41.869047845, -87.624125523)"
5707839,HM257616,03/28/2006 06:58:00 AM,022XX S HOMAN AVE,2091,NARCOTICS,FORFEIT PROPERTY,RESIDENCE,True,False,1024,10.0,22.0,30.0,26,1154050.0,1888807.0,2006,02/28/2018 03:56:25 PM,41.850715464000004,-87.71009451399999,"(41.850715464, -87.710094514)"
10847296,JA151277,02/12/2017 05:35:00 PM,016XX N ADA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1433,14.0,32.0,24.0,14,1166846.0,1911677.0,2017,02/19/2017 03:47:01 PM,41.913208051999995,-87.66247456100001,"(41.913208052, -87.662474561)"
2633341,HJ242891,03/14/2003 06:00:00 PM,109XX S WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,False,False,2212,22.0,19.0,75.0,14,1162337.0,1832112.0,2003,02/28/2018 03:56:25 PM,41.694967446,-87.681257212,"(41.694967446, -87.681257212)"
3121006,HJ774052,11/21/2003 09:10:00 PM,022XX S TROY ST,2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,STREET,True,False,1033,10.0,24.0,30.0,22,1155709.0,1888874.0,2003,02/28/2018 03:56:25 PM,41.850866118,-87.704003823,"(41.850866118, -87.704003823)"
1928825,G755523,12/18/2001 10:15:00 AM,112XX S WALLACE ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,2233,22.0,,,08B,1174272.0,1830372.0,2001,08/17/2015 03:03:40 PM,41.689936366,-87.63761096100001,"(41.689936366, -87.637610961)"
6777588,HR192257,02/27/2009 06:30:00 PM,091XX S HALSTED ST,0820,THEFT,$500 AND UNDER,ALLEY,False,False,2223,22.0,21.0,73.0,06,1172579.0,1844343.0,2009,02/04/2016 06:33:39 AM,41.72831222,-87.643399249,"(41.72831222, -87.643399249)"
6947140,HR352960,06/01/2009 07:05:00 PM,005XX W 119TH ST,0820,THEFT,$500 AND UNDER,STREET,True,False,524,5.0,34.0,53.0,06,1174691.0,1825981.0,2009,02/28/2018 03:56:25 PM,41.677877479,-87.63620707700001,"(41.677877479, -87.636207077)"
7589096,HS393298,07/03/2010 10:00:00 PM,032XX N PULASKI RD,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,False,False,1732,17.0,31.0,21.0,14,1149163.0,1921086.0,2010,02/10/2018 03:50:01 PM,41.939388358,-87.72719395700001,"(41.939388358, -87.727193957)"
1921178,HH101810,01/01/2002 10:30:00 PM,069XX S STONY ISLAND AV,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,332,3.0,,,03,1188052.0,1859470.0,2002,02/28/2018 03:56:25 PM,41.769467841,-87.586237993,"(41.769467841, -87.586237993)"
10828285,JA129541,01/25/2017 02:45:00 PM,009XX N HOMAN AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,False,1121,11.0,27.0,23.0,18,1153543.0,1905886.0,2017,02/14/2017 03:49:42 PM,41.897592147,-87.711501195,"(41.897592147, -87.711501195)"
2201330,HH461590,06/22/2002 10:00:00 PM,059XX N RICHMOND ST,0820,THEFT,$500 AND UNDER,PARK PROPERTY,False,False,2011,20.0,40.0,2.0,06,1155620.0,1939036.0,2002,02/28/2018 03:56:25 PM,41.988516487,-87.702977211,"(41.988516487, -87.702977211)"
6039826,HP141796,01/25/2008 02:35:00 AM,034XX N NATCHEZ AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,True,False,1632,16.0,36.0,17.0,26,1132437.0,1922075.0,2008,02/28/2018 03:56:25 PM,41.94241036,-87.788644606,"(41.94241036, -87.788644606)"
10723975,HZ482764,10/21/2016 05:25:00 AM,004XX N LAWLER AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,False,False,1532,15.0,28.0,25.0,04A,1142625.0,1902436.0,2016,02/10/2018 03:50:01 PM,41.888335088000005,-87.751688067,"(41.888335088, -87.751688067)"
7517789,HS320819,05/22/2010 03:30:00 PM,040XX W 26TH ST,0460,BATTERY,SIMPLE,STREET,False,False,1031,10.0,22.0,30.0,08B,1149770.0,1886414.0,2010,02/10/2018 03:50:01 PM,41.844232935,-87.72586521299999,"(41.844232935, -87.725865213)"
11216187,JB132464,01/28/2018 12:27:00 AM,020XX W BELLE PLAINE AVE,0810,THEFT,OVER $500,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",False,False,1911,19.0,47.0,5.0,06,1161826.0,1927216.0,2018,05/04/2018 03:51:04 PM,41.955954286,-87.680482182,"(41.955954286, -87.680482182)"
10104877,HY293629,06/09/2015 07:55:00 AM,055XX N CLARK ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,2012,20.0,40.0,77.0,06,1165011.0,1936791.0,2015,02/10/2018 03:50:01 PM,41.982161273,-87.668500261,"(41.982161273, -87.668500261)"
6386085,HP465964,07/21/2008 03:00:00 AM,083XX S INGLESIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,632,6.0,8.0,44.0,08B,1184006.0,1849897.0,2008,02/28/2018 03:56:25 PM,41.74329405,-87.60136715600001,"(41.74329405, -87.601367156)"
5226060,HN105595,01/04/2007 08:20:00 AM,002XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,123,1.0,42.0,32.0,11,1176417.0,1899156.0,2007,02/10/2018 03:50:01 PM,41.878638996,-87.627691486,"(41.878638996, -87.627691486)"
7999713,HT231294,04/02/2011 12:01:00 AM,073XX S PEORIA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,733,7.0,17.0,68.0,14,1171576.0,1856205.0,2011,02/10/2018 03:50:01 PM,41.760885133,-87.646726718,"(41.760885133, -87.646726718)"
11176098,JA547046,12/12/2017 11:04:00 PM,060XX S WHIPPLE ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,823,8.0,16.0,66.0,04B,1157087.0,1864345.0,2017,02/10/2018 03:50:01 PM,41.783527588000005,-87.699610206,"(41.783527588, -87.699610206)"
1723284,G527257,09/03/2001 01:56:09 PM,006XX S MICHIGAN AV,0460,BATTERY,SIMPLE,PARK PROPERTY,True,False,124,1.0,,,08B,1177411.0,1897611.0,2001,08/17/2015 03:03:40 PM,41.874376944,-87.624088641,"(41.874376944, -87.624088641)"
11150228,JA512983,11/15/2017 03:47:00 PM,028XX W POLK ST,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),False,False,1135,11.0,2.0,27.0,08A,1157518.0,1896243.0,2017,02/10/2018 03:50:01 PM,41.87105086,-87.69716399100001,"(41.87105086, -87.697163991)"
7192085,HR603596,10/20/2009 04:00:00 AM,043XX S PRINCETON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,935,9.0,3.0,37.0,14,1175016.0,1875947.0,2009,02/28/2018 03:56:25 PM,41.814983218,-87.633530042,"(41.814983218, -87.633530042)"
1546268,G297419,05/23/2001 12:00:00 PM,049XX S STATE ST,051A,ASSAULT,AGGRAVATED: HANDGUN,CHA PARKING LOT/GROUNDS,True,False,231,2.0,,,04A,1177075.0,1872016.0,2001,08/17/2015 03:03:40 PM,41.804149939,-87.62609605,"(41.804149939, -87.62609605)"
9048838,HW193413,03/15/2013 02:50:00 PM,071XX S ASHLAND AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,True,False,735,7.0,17.0,67.0,24,1166924.0,1857155.0,2013,02/10/2018 03:50:01 PM,41.763592688,-87.66374947,"(41.763592688, -87.66374947)"
6407633,HP492047,08/03/2008 05:02:36 PM,005XX E 50TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,False,223,2.0,3.0,38.0,08B,1180548.0,1871647.0,2008,02/10/2018 03:50:01 PM,41.803058246,-87.61337019,"(41.803058246, -87.61337019)"
11088504,JA432427,09/13/2017 04:15:00 PM,067XX N GREENVIEW AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,2432,24.0,40.0,1.0,06,1165048.0,1944875.0,2017,02/10/2018 03:50:01 PM,42.004343194,-87.668133239,"(42.004343194, -87.668133239)"
7170785,HR580805,10/10/2009 09:57:00 AM,009XX W 54TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,True,False,934,9.0,20.0,61.0,18,,,2009,08/17/2015 03:03:40 PM,,,
11084080,JA424557,09/09/2017 09:59:00 AM,066XX S ST LOUIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,False,831,8.0,15.0,66.0,14,1154206.0,1860537.0,2017,02/10/2018 03:50:01 PM,41.773135639,-87.71027421299999,"(41.773135639, -87.710274213)"
2724768,HJ354017,05/09/2003 11:00:00 PM,075XX S PRAIRIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,623,6.0,6.0,69.0,14,1179342.0,1855084.0,2003,02/28/2018 03:56:25 PM,41.757635364,-87.618298216,"(41.757635364, -87.618298216)"
8862297,HV535699,10/25/2012 06:00:00 PM,045XX W FULTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,VACANT LOT/LAND,False,False,1113,11.0,28.0,26.0,14,1146184.0,1901369.0,2012,02/10/2018 03:50:01 PM,41.885340176,-87.738645173,"(41.885340176, -87.738645173)"
5275008,HM694395,11/01/2006 01:31:17 AM,037XX N SAWYER AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE,True,False,1733,17.0,33.0,16.0,26,1154054.0,1924769.0,2006,02/28/2018 03:56:25 PM,41.949398469,-87.70911947799999,"(41.949398469, -87.709119478)"
6187021,HP276538,04/12/2008 09:51:01 PM,009XX W 73RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,733,7.0,17.0,68.0,08B,1171097.0,1856425.0,2008,02/28/2018 03:56:25 PM,41.761499319,-87.648475858,"(41.761499319, -87.648475858)"
8888203,HV562440,11/14/2012 09:00:00 PM,0000X E ROOSEVELT RD,0870,THEFT,POCKET-PICKING,CTA TRAIN,False,False,123,1.0,2.0,32.0,06,1177113.0,1895081.0,2012,02/10/2018 03:50:01 PM,41.867441224000004,-87.625259375,"(41.867441224, -87.625259375)"
4104181,HL442229,06/24/2005 10:50:00 PM,019XX W 97TH ST,0330,ROBBERY,AGGRAVATED,STREET,False,False,2213,22.0,19.0,72.0,03,1165501.0,1840341.0,2005,02/28/2018 03:56:25 PM,41.717482861,-87.669440504,"(41.717482861, -87.669440504)"
8866906,HV540648,10/30/2012 10:30:00 AM,034XX W WILSON AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",True,False,1723,17.0,33.0,14.0,08B,1152455.0,1930350.0,2012,02/10/2018 03:50:01 PM,41.964744922,-87.714849143,"(41.964744922, -87.714849143)"
2926853,HJ607294,09/04/2003 08:30:00 AM,100XX W OHARE ST,0460,BATTERY,SIMPLE,RESTAURANT,False,False,1651,16.0,41.0,76.0,08B,1100658.0,1934241.0,2003,02/28/2018 03:56:25 PM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
3750694,HK757217,11/17/2004 08:24:15 PM,077XX S YATES BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,414,4.0,7.0,43.0,18,1193542.0,1854091.0,2004,02/28/2018 03:56:25 PM,41.754574833,-87.566290335,"(41.754574833, -87.566290335)"
2600860,HJ199116,02/22/2003 05:00:00 PM,004XX W MELROSE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2332,19.0,44.0,6.0,14,1172762.0,1921921.0,2003,02/28/2018 03:56:25 PM,41.941188986,-87.640436534,"(41.941188986, -87.640436534)"
10602746,HZ354814,07/18/2016 11:00:00 PM,040XX W CONGRESS PKWY,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,ALLEY,False,False,1132,11.0,24.0,26.0,03,1149545.0,1897386.0,2016,02/10/2018 03:50:01 PM,41.874345801,-87.72640629600001,"(41.874345801, -87.726406296)"
7376555,HS178555,02/24/2010 06:00:00 AM,014XX N CALIFORNIA AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,CTA BUS STOP,False,False,1423,14.0,26.0,24.0,03,1157471.0,1909355.0,2010,02/10/2018 03:50:01 PM,41.90703235,-87.69697954700001,"(41.90703235, -87.696979547)"
1851846,G691841,11/17/2001 02:00:00 AM,008XX N SEDGWICK ST,0810,THEFT,OVER $500,RESIDENCE,False,False,1823,18.0,,,06,1173307.0,1906333.0,2001,08/17/2015 03:03:40 PM,41.898402712,-87.6388974,"(41.898402712, -87.6388974)"
2937924,HJ621706,09/10/2003 08:55:00 PM,064XX W IRVING PARK RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1632,16.0,38.0,17.0,06,1132626.0,1925898.0,2003,02/28/2018 03:56:25 PM,41.952897791,-87.787860507,"(41.952897791, -87.787860507)"
6966968,HR371301,06/08/2009 12:00:00 AM,027XX W CORTEZ ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,1311,12.0,1.0,24.0,11,1158017.0,1906874.0,2009,02/04/2016 06:33:39 AM,41.900213145,-87.69504166600001,"(41.900213145, -87.695041666)"
4177202,HL506064,07/25/2005 05:49:38 AM,040XX N KEDVALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1722,17.0,39.0,16.0,14,1148121.0,1926703.0,2005,02/28/2018 03:56:25 PM,41.954822019,-87.73087852799999,"(41.954822019, -87.730878528)"
2664171,HJ275463,04/02/2003 11:43:50 AM,002XX W WASHINGTON ST,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),True,False,113,1.0,42.0,32.0,26,1174561.0,1900806.0,2003,02/28/2018 03:56:25 PM,41.883208368000005,-87.634456935,"(41.883208368, -87.634456935)"
1431398,G146500,03/14/2001 02:00:00 PM,035XX S FEDERAL ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,True,False,211,2.0,,,26,1176246.0,1881591.0,2001,08/17/2015 03:03:40 PM,41.830443261999996,-87.62884850299999,"(41.830443262, -87.628848503)"
11519324,JB531835,11/28/2018 10:35:00 AM,078XX S THROOP ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,612,6.0,17.0,71.0,08A,1169243.0,1852829.0,2018,12/05/2018 04:21:44 PM,41.751671722,-87.65537479700001,"(41.751671722, -87.655374797)"
6566555,HP637901,10/20/2008 11:45:00 AM,007XX E 84TH PL,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,632,6.0,6.0,44.0,04A,1182719.0,1849011.0,2008,02/28/2018 03:56:25 PM,41.740892712,-87.606110179,"(41.740892712, -87.606110179)"
5485229,HN306776,04/26/2007 04:50:00 PM,093XX S HALSTED ST,0460,BATTERY,SIMPLE,STREET,False,False,2223,22.0,21.0,73.0,08B,1172613.0,1843146.0,2007,02/28/2018 03:56:25 PM,41.725026736,-87.64330984899999,"(41.725026736, -87.643309849)"
