ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9171677,HW316387,06/13/2013 08:10:00 AM,038XX W 81ST ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",True,False,834,8.0,18.0,70.0,18,1152267.0,1850601.0,2013,02/10/2018 03:50:01 PM,41.745907945999996,-87.71764287799999,"(41.745907946, -87.717642878)"
9250214,HW395694,08/02/2013 03:30:00 PM,005XX W JACKSON BLVD,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False,121,1.0,2.0,28.0,06,1172987.0,1898908.0,2013,02/10/2018 03:50:01 PM,41.878035163,-87.640292984,"(41.878035163, -87.640292984)"
4833906,HM437711,06/26/2006 06:30:00 AM,063XX S AUSTIN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,812,8.0,13.0,64.0,06,1137503.0,1861944.0,2006,02/28/2018 03:56:25 PM,41.777312453,-87.771470763,"(41.777312453, -87.771470763)"
4760444,HM368032,05/20/2006 10:00:00 AM,016XX N WELLS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,1814,18.0,43.0,7.0,11,1174404.0,1911143.0,2006,02/28/2018 03:56:25 PM,41.911577153,-87.63472435700001,"(41.911577153, -87.634724357)"
4446681,HL742545,11/18/2005 02:35:00 PM,027XX N MELVINA AVE,041A,BATTERY,AGGRAVATED: HANDGUN,ALLEY,True,False,2512,25.0,29.0,19.0,04B,1134604.0,1917511.0,2005,02/28/2018 03:56:25 PM,41.929848176,-87.780787869,"(41.929848176, -87.780787869)"
5677362,HN485887,07/24/2007 09:30:00 AM,039XX W 64TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,823,8.0,13.0,65.0,05,1151216.0,1861868.0,2007,02/28/2018 03:56:25 PM,41.776847034,-87.721200223,"(41.776847034, -87.721200223)"
6728057,HR142019,01/28/2009 05:50:00 AM,018XX W BLOOMINGDALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,SIDEWALK,True,False,1434,14.0,32.0,24.0,07,1163648.0,1912022.0,2009,02/28/2018 03:56:25 PM,41.914222795,-87.674213534,"(41.914222795, -87.674213534)"
11516688,JB527135,11/23/2018 07:45:00 PM,007XX S WESTERN AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,CONVENIENCE STORE,False,False,1135,11.0,28.0,28.0,03,1160512.0,1896350.0,2018,12/05/2018 04:12:40 PM,41.871283061999996,-87.686168955,"(41.871283062, -87.686168955)"
4625424,HM223180,03/09/2006 02:32:00 PM,001XX W RANDOLPH ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,GOVERNMENT BUILDING/PROPERTY,True,False,113,1.0,42.0,32.0,02,1175414.0,1901275.0,2006,02/10/2018 03:50:01 PM,41.884476226,-87.631310613,"(41.884476226, -87.631310613)"
1661143,G448952,07/30/2001 03:30:00 PM,032XX N SPRINGFIELD AV,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,False,False,1732,17.0,,,06,1149860.0,1921380.0,2001,08/17/2015 03:03:40 PM,41.940181566,-87.72462459299999,"(41.940181566, -87.724624593)"
4045285,HL324117,04/28/2005 09:00:00 PM,080XX S MARYLAND AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE PORCH/HALLWAY,True,False,631,6.0,8.0,44.0,18,1183296.0,1851969.0,2005,02/28/2018 03:56:25 PM,41.748996383000005,-87.603904249,"(41.748996383, -87.603904249)"
9856285,HX504946,11/12/2014 08:55:00 PM,008XX W WILLOW ST,0810,THEFT,OVER $500,OTHER,True,False,1813,18.0,43.0,7.0,06,1170473.0,1911927.0,2014,02/10/2018 03:50:01 PM,41.913815444,-87.649142523,"(41.913815444, -87.649142523)"
10633552,HZ385853,08/08/2016 08:00:00 PM,010XX S CANAL ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SIDEWALK,False,False,124,1.0,2.0,28.0,10,1173291.0,1895796.0,2016,02/10/2018 03:50:01 PM,41.869488884,-87.639269175,"(41.869488884, -87.639269175)"
3342141,HK371138,05/17/2004 11:15:00 PM,070XX S STONY ISLAND AVE,0820,THEFT,$500 AND UNDER,GAS STATION,False,False,332,3.0,5.0,43.0,06,1188135.0,1858735.0,2004,02/28/2018 03:56:25 PM,41.767448959,-87.585957168,"(41.767448959, -87.585957168)"
4490567,HL787975,12/13/2005 10:10:00 PM,022XX S STATE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,True,False,134,1.0,3.0,33.0,26,1176666.0,1889469.0,2005,02/28/2018 03:56:25 PM,41.852051628000005,-87.627069839,"(41.852051628, -87.627069839)"
11772524,JC366604,07/27/2019 09:15:00 AM,037XX N KOSTNER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,True,1731,17.0,45.0,16.0,08B,1146195.0,1924480.0,2019,08/03/2019 04:10:00 PM,41.948758857,-87.73801566200001,"(41.948758857, -87.738015662)"
11344609,JB301757,05/28/2018 05:00:00 PM,019XX N WESTERN AVE,0870,THEFT,POCKET-PICKING,CTA TRAIN,False,False,1434,14.0,1.0,22.0,06,1160062.0,1912639.0,2018,06/14/2018 03:57:08 PM,41.915990756,-87.687370839,"(41.915990756, -87.687370839)"
8909080,HV582280,11/29/2012 09:22:00 PM,080XX S CARPENTER ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,True,False,612,6.0,21.0,71.0,15,1170711.0,1851542.0,2012,02/10/2018 03:50:01 PM,41.748108155,-87.650032722,"(41.748108155, -87.650032722)"
4968435,HM582086,09/05/2006 12:46:28 AM,045XX W CHICAGO AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,SIDEWALK,False,False,1111,11.0,37.0,23.0,26,1146086.0,1904936.0,2006,02/28/2018 03:56:25 PM,41.89513029,-87.738914309,"(41.89513029, -87.738914309)"
